usage_date,connector,owner,environment,rows_synced,connector_cost_usd,warehouse_cost_usd,total_cost_usd,cost_per_million_rows_usd
2026-05-01,zendesk_tickets,support,production,356314,47.13,15.59,62.72,176.02
2026-05-02,google_ads,marketing,production,783150,58.23,20.54,78.77,100.58
2026-05-02,meta_ads,marketing,production,822747,56.34,17.8,74.14,90.11
2026-05-02,netsuite_finance,finance,production,524517,71.88,17.4,89.27,170.19
2026-05-02,product_analytics,product,production,1195674,61.38,25.38,86.75,72.55
2026-05-02,shopify_orders,commerce,production,1638845,74.66,33.34,108.0,65.9
2026-05-02,subscription_events,growth,production,1859565,76.92,31.79,108.7,58.45
2026-05-02,warehouse_inventory,operations,production,1055295,66.2,26.33,92.53,87.68
2026-05-02,zendesk_tickets,support,production,262400,34.7,11.72,46.42,176.91
2026-05-03,google_ads,marketing,production,769082,57.19,18.72,75.91,98.7
2026-05-03,meta_ads,marketing,production,651290,44.6,17.52,62.12,95.38
2026-05-03,netsuite_finance,finance,production,544150,74.57,17.08,91.65,168.43
2026-05-03,product_analytics,product,production,1303615,66.92,23.67,90.59,69.49
2026-05-03,shopify_orders,commerce,production,1626932,74.12,30.83,104.95,64.51
2026-05-03,subscription_events,growth,production,2228576,92.18,42.48,134.66,60.42
2026-05-03,warehouse_inventory,operations,production,1022262,64.12,26.18,90.31,88.34
2026-05-03,zendesk_tickets,support,production,289584,38.3,13.2,51.5,177.84
2026-05-04,google_ads,marketing,production,858693,63.85,23.02,86.87,101.17
2026-05-04,meta_ads,marketing,production,991285,67.88,21.88,89.76,90.55
2026-05-04,netsuite_finance,finance,production,615685,84.37,18.32,102.69,166.79
2026-05-04,product_analytics,product,production,1670628,85.76,33.54,119.3,71.41
2026-05-04,shopify_orders,commerce,production,2075155,94.53,38.59,133.12,64.15
2026-05-04,subscription_events,growth,production,2527105,104.53,46.06,150.59,59.59
2026-05-04,warehouse_inventory,operations,production,1155059,72.45,23.77,96.22,83.3
2026-05-04,zendesk_tickets,support,production,346566,45.84,12.29,58.12,167.7
2026-05-05,google_ads,marketing,production,940208,69.91,22.55,92.46,98.34
2026-05-05,meta_ads,marketing,production,887094,60.75,18.34,79.08,89.15
2026-05-05,netsuite_finance,finance,production,592934,81.25,14.08,95.33,160.78
2026-05-05,product_analytics,product,production,1737845,89.21,35.51,124.72,71.77
2026-05-05,shopify_orders,commerce,production,1796751,81.85,31.66,113.51,63.18
2026-05-05,subscription_events,growth,production,2758397,114.1,45.66,159.75,57.91
2026-05-05,warehouse_inventory,operations,production,1089130,68.32,21.33,89.65,82.31
2026-05-05,zendesk_tickets,support,production,286176,37.85,15.27,53.12,185.62
2026-05-06,google_ads,marketing,production,778603,57.9,16.93,74.83,96.11
2026-05-06,meta_ads,marketing,production,961621,65.85,20.97,86.82,90.29
2026-05-06,netsuite_finance,finance,production,599889,82.21,17.25,99.46,165.8
2026-05-06,product_analytics,product,production,1525220,78.29,32.06,110.35,72.35
2026-05-06,shopify_orders,commerce,production,2052606,93.51,38.69,132.2,64.41
2026-05-06,subscription_events,growth,production,2245454,92.88,41.91,134.79,60.03
2026-05-06,warehouse_inventory,operations,production,1125691,70.61,21.25,91.86,81.6
2026-05-06,zendesk_tickets,support,production,349592,46.24,12.05,58.29,166.74
2026-05-07,google_ads,marketing,production,890444,66.21,20.74,86.95,97.65
2026-05-07,meta_ads,marketing,production,976869,66.89,21.2,88.1,90.19
2026-05-07,netsuite_finance,finance,production,599613,82.17,15.59,97.76,163.04
2026-05-07,product_analytics,product,production,1420667,72.93,26.54,99.47,70.02
2026-05-07,shopify_orders,commerce,production,1827517,83.25,36.33,119.58,65.43
2026-05-07,subscription_events,growth,production,2551551,105.54,42.84,148.38,58.15
2026-05-07,warehouse_inventory,operations,production,1237563,77.63,23.24,100.87,81.51
2026-05-07,zendesk_tickets,support,production,358257,47.38,11.7,59.08,164.91
2026-05-08,google_ads,marketing,production,743648,55.3,22.4,77.7,104.48
2026-05-08,meta_ads,marketing,production,1126942,77.17,25.28,102.45,90.91
2026-05-08,netsuite_finance,finance,production,593699,81.36,18.85,100.21,168.79
2026-05-08,product_analytics,product,production,1750244,89.85,32.35,122.2,69.82
2026-05-08,shopify_orders,commerce,production,2039019,92.89,40.06,132.94,65.2
2026-05-08,subscription_events,growth,production,2422087,100.19,42.25,142.44,58.81
2026-05-08,warehouse_inventory,operations,production,1325981,83.18,24.13,107.31,80.93
2026-05-08,zendesk_tickets,support,production,274417,36.29,15.07,51.36,187.16
2026-05-09,google_ads,marketing,production,662668,49.28,19.83,69.1,104.28
2026-05-09,meta_ads,marketing,production,768634,52.63,16.52,69.16,89.98
2026-05-09,netsuite_finance,finance,production,550562,75.45,18.94,94.38,171.42
2026-05-09,product_analytics,product,production,1348799,69.24,26.3,95.53,70.83
2026-05-09,shopify_orders,commerce,production,1686042,76.81,32.47,109.28,64.81
2026-05-09,subscription_events,growth,production,1998131,82.65,37.22,119.87,59.99
2026-05-09,warehouse_inventory,operations,production,1070427,67.14,22.8,89.94,84.02
2026-05-09,zendesk_tickets,support,production,247875,32.78,15.43,48.22,194.53
2026-05-10,google_ads,marketing,production,675984,50.27,21.11,71.37,105.58
2026-05-10,meta_ads,marketing,production,868126,59.45,18.52,77.97,89.81
2026-05-10,netsuite_finance,finance,production,471550,64.62,12.95,77.57,164.5
2026-05-10,product_analytics,product,production,1389074,71.31,29.19,100.5,72.35
2026-05-10,shopify_orders,commerce,production,1550202,70.62,28.78,99.4,64.12
2026-05-10,subscription_events,growth,production,1994102,82.48,39.31,121.79,61.08
2026-05-10,warehouse_inventory,operations,production,1066407,66.89,25.61,92.51,86.75
2026-05-10,zendesk_tickets,support,production,276306,36.54,14.71,51.25,185.48
2026-05-11,google_ads,marketing,production,883270,65.68,20.38,86.05,97.42
2026-05-11,meta_ads,marketing,production,980290,67.13,25.48,92.6,94.46
2026-05-11,netsuite_finance,finance,production,594186,81.43,18.72,100.15,168.55
2026-05-11,product_analytics,product,production,1807687,92.79,37.27,130.06,71.95
2026-05-11,shopify_orders,commerce,production,1840624,83.85,32.42,116.27,63.17
2026-05-11,subscription_events,growth,production,2228320,92.17,36.23,128.4,57.62
2026-05-11,warehouse_inventory,operations,production,1229485,77.12,28.06,105.18,85.55
2026-05-11,zendesk_tickets,support,production,305544,40.41,11.05,51.46,168.42
2026-05-12,google_ads,marketing,production,827534,61.53,19.35,80.89,97.75
2026-05-12,meta_ads,marketing,production,1018574,69.75,24.93,94.68,92.95
2026-05-12,netsuite_finance,finance,production,647563,88.74,15.43,104.17,160.86
2026-05-12,product_analytics,product,production,1588073,81.52,34.11,115.64,72.82
2026-05-12,shopify_orders,commerce,production,2068273,94.22,35.41,129.63,62.68
2026-05-12,subscription_events,growth,production,2203437,91.14,40.34,131.49,59.67
2026-05-12,warehouse_inventory,operations,production,1189909,74.64,25.01,99.65,83.75
2026-05-12,zendesk_tickets,support,production,304991,40.34,11.87,52.21,171.19
2026-05-13,google_ads,marketing,production,804512,59.82,21.55,81.37,101.14
2026-05-13,meta_ads,marketing,production,1049962,71.9,21.42,93.32,88.88
2026-05-13,netsuite_finance,finance,production,540887,74.12,13.87,87.99,162.68
2026-05-13,product_analytics,product,production,1633389,83.85,29.73,113.58,69.54
2026-05-13,shopify_orders,commerce,production,2086657,95.06,37.04,132.1,63.31
2026-05-13,subscription_events,growth,production,2502763,103.52,46.39,149.92,59.9
2026-05-13,warehouse_inventory,operations,production,1358944,85.24,26.05,111.29,81.89
2026-05-13,zendesk_tickets,support,production,377098,49.87,13.56,63.43,168.21
2026-05-14,google_ads,marketing,production,910411,67.7,19.32,87.02,95.58
2026-05-14,meta_ads,marketing,production,1038695,71.13,26.15,97.28,93.66
2026-05-14,netsuite_finance,finance,production,571539,78.32,14.14,92.46,161.77
2026-05-14,product_analytics,product,production,1826544,93.76,36.51,130.27,71.32
2026-05-14,shopify_orders,commerce,production,1982079,90.29,34.53,124.83,62.98
2026-05-14,subscription_events,growth,production,2686979,111.14,49.04,160.18,59.61
2026-05-14,warehouse_inventory,operations,production,1238951,77.72,27.83,105.54,85.18
2026-05-14,zendesk_tickets,support,production,301572,39.89,12.02,51.9,172.1
2026-05-15,google_ads,marketing,production,821800,61.11,21.82,82.93,100.91
2026-05-15,meta_ads,marketing,production,1117275,76.51,22.78,99.29,88.87
2026-05-15,netsuite_finance,finance,production,656095,89.91,19.28,109.19,166.42
2026-05-15,product_analytics,product,production,1748987,89.78,34.73,124.51,71.19
2026-05-15,shopify_orders,commerce,production,2263729,103.13,37.05,140.17,61.92
2026-05-15,subscription_events,growth,production,2434140,100.68,44.29,144.98,59.56
2026-05-15,warehouse_inventory,operations,production,1326230,83.19,29.7,112.89,85.12
2026-05-15,zendesk_tickets,support,production,347870,46.01,15.34,61.34,176.33
2026-05-16,google_ads,marketing,production,712992,53.02,19.06,72.08,101.1
2026-05-16,meta_ads,marketing,production,753589,51.6,19.07,70.67,93.78
2026-05-16,netsuite_finance,finance,production,479137,65.66,13.43,79.09,165.07
2026-05-16,product_analytics,product,production,1423813,73.09,31.66,104.75,73.57
2026-05-16,shopify_orders,commerce,production,1602820,73.02,28.26,101.28,63.19
2026-05-16,subscription_events,growth,production,1993155,82.44,34.22,116.67,58.54
2026-05-16,warehouse_inventory,operations,production,1055377,66.2,24.52,90.72,85.96
2026-05-16,zendesk_tickets,support,production,282093,37.31,14.46,51.77,183.52
2026-05-17,google_ads,marketing,production,714644,53.14,18.32,71.46,99.99
2026-05-17,meta_ads,marketing,production,1001524,68.58,21.49,90.07,89.93
2026-05-17,netsuite_finance,finance,production,506967,69.47,18.23,87.7,172.99
2026-05-17,product_analytics,product,production,1399015,71.82,26.7,98.51,70.41
2026-05-17,shopify_orders,commerce,production,1755686,79.98,36.0,115.99,66.07
2026-05-17,subscription_events,growth,production,2017696,83.46,40.11,123.57,61.24
2026-05-17,warehouse_inventory,operations,production,1037129,65.06,25.03,90.09,86.86
2026-05-17,zendesk_tickets,support,production,311804,41.24,10.02,51.26,164.4
2026-05-18,google_ads,marketing,production,831341,61.82,16.81,78.63,94.58
2026-05-18,meta_ads,marketing,production,1113908,76.28,25.2,101.48,91.1
2026-05-18,netsuite_finance,finance,production,584136,80.05,16.65,96.7,165.54
2026-05-18,product_analytics,product,production,1672869,85.87,35.04,120.91,72.28
2026-05-18,shopify_orders,commerce,production,1994353,90.85,35.28,126.13,63.24
2026-05-18,subscription_events,growth,production,2379719,98.43,38.53,136.97,57.56
2026-05-18,warehouse_inventory,operations,production,1180450,74.05,23.96,98.01,83.03
2026-05-18,zendesk_tickets,support,production,310103,41.01,14.32,55.34,178.46
2026-05-19,google_ads,marketing,production,845042,62.84,18.34,81.18,96.07
2026-05-19,meta_ads,marketing,production,1026040,70.26,25.43,95.69,93.26
2026-05-19,netsuite_finance,finance,production,717855,98.37,16.67,115.04,160.26
2026-05-19,product_analytics,product,production,1397405,71.73,28.28,100.02,71.58
2026-05-19,shopify_orders,commerce,production,1949650,88.82,37.54,126.36,64.81
2026-05-19,subscription_events,growth,production,2390615,98.88,42.92,141.8,59.32
2026-05-19,warehouse_inventory,operations,production,1260196,79.05,29.35,108.4,86.02
2026-05-19,zendesk_tickets,support,production,360566,47.69,15.5,63.19,175.25
2026-05-20,google_ads,marketing,production,870253,64.71,22.87,87.58,100.64
2026-05-20,meta_ads,marketing,production,1059482,72.55,21.24,93.79,88.52
2026-05-20,netsuite_finance,finance,production,604806,82.88,20.27,103.15,170.55
2026-05-20,product_analytics,product,production,1524318,78.25,26.97,105.22,69.03
2026-05-20,shopify_orders,commerce,production,2323465,105.85,40.68,146.52,63.06
2026-05-20,subscription_events,growth,production,2386629,98.72,39.6,138.32,57.96
2026-05-20,warehouse_inventory,operations,production,1254357,78.68,29.01,107.7,85.86
2026-05-20,zendesk_tickets,support,production,290407,38.41,13.12,51.52,177.41
2026-05-21,google_ads,marketing,production,888480,66.07,23.23,89.3,100.51
2026-05-21,meta_ads,marketing,production,1190374,81.51,22.18,103.7,87.12
2026-05-21,netsuite_finance,finance,production,612350,83.91,19.75,103.66,169.28
2026-05-21,product_analytics,product,production,1812553,93.04,33.65,126.69,69.9
2026-05-21,shopify_orders,commerce,production,1822072,83.01,31.01,114.01,62.57
2026-05-21,subscription_events,growth,production,2218712,91.77,39.19,130.97,59.03
2026-05-21,warehouse_inventory,operations,production,1241003,77.84,26.03,103.87,83.7
2026-05-21,zendesk_tickets,support,production,336632,44.52,15.13,59.66,177.23
2026-05-22,google_ads,marketing,production,980795,72.93,24.63,97.56,99.47
2026-05-22,meta_ads,marketing,production,1050137,71.91,20.78,92.69,88.26
2026-05-22,netsuite_finance,finance,production,575765,78.9,13.6,92.51,160.67
2026-05-22,product_analytics,product,production,1619177,83.12,29.73,112.85,69.7
2026-05-22,shopify_orders,commerce,production,2008632,91.5,38.7,130.2,64.82
2026-05-22,subscription_events,growth,production,2657167,109.91,47.02,156.93,59.06
2026-05-22,warehouse_inventory,operations,production,1274507,79.95,25.0,104.94,82.34
2026-05-22,zendesk_tickets,support,production,316394,41.85,14.23,56.08,177.25
2026-05-23,google_ads,marketing,production,848062,63.06,21.24,84.3,99.4
2026-05-23,meta_ads,marketing,production,895202,61.3,21.89,83.19,92.93
2026-05-23,netsuite_finance,finance,production,472516,64.75,16.39,81.15,171.74
2026-05-23,product_analytics,product,production,1481870,76.07,28.83,104.9,70.79
2026-05-23,shopify_orders,commerce,production,1601646,72.96,29.45,102.42,63.95
2026-05-23,subscription_events,growth,production,2022170,83.64,33.92,117.56,58.14
2026-05-23,warehouse_inventory,operations,production,941103,59.03,21.3,80.34,85.37
2026-05-23,zendesk_tickets,support,production,289580,38.3,13.91,52.21,180.3
2026-05-24,google_ads,marketing,production,729481,54.24,18.52,72.76,99.74
2026-05-24,meta_ads,marketing,production,835830,57.24,20.52,77.76,93.03
2026-05-24,netsuite_finance,finance,production,513498,70.37,15.63,86.0,167.48
2026-05-24,product_analytics,product,production,1405299,72.14,28.05,100.18,71.29
2026-05-24,shopify_orders,commerce,production,2027194,92.35,35.04,127.39,62.84
2026-05-24,subscription_events,growth,production,2270906,93.93,37.3,131.23,57.79
2026-05-24,warehouse_inventory,operations,production,1039395,65.2,23.77,88.96,85.59
2026-05-24,zendesk_tickets,support,production,325262,43.02,13.89,56.91,174.97
2026-05-25,google_ads,marketing,production,780006,58.0,17.19,75.19,96.4
2026-05-25,meta_ads,marketing,production,1139789,78.05,27.69,105.74,92.77
2026-05-25,netsuite_finance,finance,production,612860,83.98,16.6,100.59,164.13
2026-05-25,product_analytics,product,production,1684483,86.47,35.17,121.64,72.21
2026-05-25,shopify_orders,commerce,production,1893316,86.25,34.96,121.21,64.02
2026-05-25,subscription_events,growth,production,2437292,100.82,43.11,143.93,59.05
2026-05-25,warehouse_inventory,operations,production,1220982,76.59,27.23,103.82,85.03
2026-05-25,zendesk_tickets,support,production,378848,50.11,10.97,61.08,161.23
2026-05-26,google_ads,marketing,production,859461,63.91,22.35,86.26,100.37
2026-05-26,meta_ads,marketing,production,1080561,73.99,24.62,98.61,91.26
2026-05-26,netsuite_finance,finance,production,613846,84.12,18.89,103.01,167.81
2026-05-26,product_analytics,product,production,1704289,87.49,30.7,118.19,69.35
2026-05-26,shopify_orders,commerce,production,1978251,90.12,37.08,127.2,64.3
2026-05-26,subscription_events,growth,production,2130724,88.13,36.84,124.97,58.65
2026-05-26,warehouse_inventory,operations,production,1340583,84.09,30.76,114.85,85.67
2026-05-26,zendesk_tickets,support,production,301637,39.89,15.56,55.46,183.86
2026-05-27,google_ads,marketing,production,870275,64.71,23.2,87.92,101.03
2026-05-27,meta_ads,marketing,production,1120192,76.71,24.37,101.08,90.23
2026-05-27,netsuite_finance,finance,production,644227,88.28,19.85,108.13,167.84
2026-05-27,product_analytics,product,production,1678008,86.14,34.08,120.22,71.64
2026-05-27,shopify_orders,commerce,production,1977403,90.08,39.64,129.72,65.6
2026-05-27,subscription_events,growth,production,2796298,115.67,51.04,166.71,59.62
2026-05-27,warehouse_inventory,operations,production,1315059,82.49,26.49,108.98,82.87
2026-05-27,zendesk_tickets,support,production,373132,49.35,11.65,61.0,163.48
2026-05-28,google_ads,marketing,production,894438,66.51,21.98,88.49,98.93
2026-05-28,meta_ads,marketing,production,1080654,74.0,24.05,98.06,90.74
2026-05-28,netsuite_finance,finance,production,573612,78.61,15.35,93.95,163.79
2026-05-28,product_analytics,product,production,1447644,74.31,30.58,104.89,72.46
2026-05-28,shopify_orders,commerce,production,2059389,93.82,36.08,129.89,63.07
2026-05-28,subscription_events,growth,production,2224781,92.03,39.27,131.3,59.02
2026-05-28,warehouse_inventory,operations,production,1254152,78.67,23.88,102.55,81.77
2026-05-28,zendesk_tickets,support,production,346299,45.8,15.09,60.89,175.83
2026-05-29,google_ads,marketing,production,904941,67.29,19.59,86.88,96.01
2026-05-29,meta_ads,marketing,production,1101210,75.41,21.66,97.06,88.14
2026-05-29,netsuite_finance,finance,production,583858,80.01,13.33,93.34,159.87
2026-05-29,product_analytics,product,production,1571449,80.67,27.5,108.17,68.83
2026-05-29,shopify_orders,commerce,production,1880552,85.67,31.48,117.15,62.3
2026-05-29,subscription_events,growth,production,2246019,92.9,39.56,132.46,58.98
2026-05-29,warehouse_inventory,operations,production,1352638,84.85,25.02,109.87,81.23
2026-05-29,zendesk_tickets,support,production,371344,49.11,10.58,59.7,160.77
2026-05-30,google_ads,marketing,production,767325,57.06,19.59,76.65,99.89
2026-05-30,meta_ads,marketing,production,871378,59.67,18.45,78.12,89.65
2026-05-30,netsuite_finance,finance,production,484200,66.35,16.85,83.21,171.85
2026-05-30,product_analytics,product,production,1594669,81.86,29.84,111.7,70.05
2026-05-30,shopify_orders,commerce,production,1814422,82.66,36.65,119.31,65.76
2026-05-30,subscription_events,growth,production,1777035,73.5,31.98,105.49,59.36
2026-05-30,warehouse_inventory,operations,production,937483,58.81,24.8,83.6,89.17
2026-05-30,zendesk_tickets,support,production,295321,39.06,10.55,49.61,167.99
2026-05-31,google_ads,marketing,production,736496,54.77,18.39,73.15,99.32
2026-05-31,meta_ads,marketing,production,954081,65.33,23.34,88.67,92.94
2026-05-31,netsuite_finance,finance,production,513608,70.38,17.86,88.25,171.82
2026-05-31,product_analytics,product,production,1178348,60.49,21.79,82.28,69.83
2026-05-31,shopify_orders,commerce,production,1481060,67.47,26.06,93.53,63.15
2026-05-31,subscription_events,growth,production,1940515,80.27,36.39,116.66,60.12
2026-05-31,warehouse_inventory,operations,production,1072774,67.29,20.74,88.03,82.06
2026-05-31,zendesk_tickets,support,production,296311,39.19,13.42,52.61,177.55
2026-06-01,google_ads,marketing,production,820327,61.0,22.96,83.96,102.35
2026-06-01,meta_ads,marketing,production,1088239,74.52,21.47,95.99,88.21
2026-06-01,netsuite_finance,finance,production,611735,83.83,20.04,103.87,169.8
2026-06-01,product_analytics,product,production,1772043,90.96,36.6,127.57,71.99
2026-06-01,shopify_orders,commerce,production,1969378,89.72,35.76,125.47,63.71
2026-06-01,subscription_events,growth,production,2544608,105.25,47.42,152.67,60.0
2026-06-01,warehouse_inventory,operations,production,1148833,72.06,21.17,93.23,81.15
2026-06-01,zendesk_tickets,support,production,383134,50.67,16.87,67.54,176.28
2026-06-02,google_ads,marketing,production,689082,51.24,17.57,68.81,99.86
2026-06-02,meta_ads,marketing,production,823073,56.36,20.82,77.18,93.77
2026-06-02,netsuite_finance,finance,production,550405,75.43,13.23,88.66,161.08
2026-06-02,product_analytics,product,production,1564177,80.29,33.68,113.98,72.87
2026-06-02,shopify_orders,commerce,production,2140179,97.5,35.51,133.01,62.15
2026-06-02,subscription_events,growth,production,2732771,113.04,46.83,159.86,58.5
2026-06-02,warehouse_inventory,operations,production,1356741,85.1,29.94,115.04,84.79
2026-06-02,zendesk_tickets,support,production,382312,50.56,11.43,61.99,162.15
2026-06-03,google_ads,marketing,production,867125,64.48,23.74,88.22,101.74
2026-06-03,meta_ads,marketing,production,1112624,76.19,22.11,98.3,88.35
2026-06-03,netsuite_finance,finance,production,693539,95.04,17.36,112.4,162.07
2026-06-03,product_analytics,product,production,1731829,88.9,34.1,123.0,71.02
2026-06-03,shopify_orders,commerce,production,1906090,86.83,34.27,121.1,63.53
2026-06-03,subscription_events,growth,production,2370448,98.05,44.67,142.72,60.21
2026-06-03,warehouse_inventory,operations,production,1151146,72.21,22.81,95.02,82.54
2026-06-03,zendesk_tickets,support,production,389860,51.56,11.96,63.53,162.96
2026-06-04,google_ads,marketing,production,834095,62.02,17.18,79.2,94.95
2026-06-04,meta_ads,marketing,production,913033,62.52,22.5,85.02,93.12
2026-06-04,netsuite_finance,finance,production,631108,86.49,16.18,102.67,162.68
2026-06-04,product_analytics,product,production,1566125,80.39,31.48,111.88,71.44
2026-06-04,shopify_orders,commerce,production,1727884,78.71,30.24,108.96,63.06
2026-06-04,subscription_events,growth,production,2330721,96.41,40.75,137.16,58.85
2026-06-04,warehouse_inventory,operations,production,1200444,75.3,25.45,100.75,83.93
2026-06-04,zendesk_tickets,support,production,409145,54.11,16.0,70.12,171.38
2026-06-05,google_ads,marketing,production,880194,65.45,22.14,87.59,99.51
2026-06-05,meta_ads,marketing,production,1006126,68.9,20.08,88.98,88.44
2026-06-05,netsuite_finance,finance,production,616229,84.45,16.71,101.16,164.16
2026-06-05,product_analytics,product,production,1942466,99.71,34.81,134.52,69.25
2026-06-05,shopify_orders,commerce,production,1976950,90.06,38.87,128.93,65.22
2026-06-05,subscription_events,growth,production,2469224,102.14,39.79,141.93,57.48
2026-06-05,warehouse_inventory,operations,production,1339173,84.0,27.4,111.4,83.19
2026-06-05,zendesk_tickets,support,production,369084,48.81,12.17,60.99,165.25
2026-06-06,google_ads,marketing,production,762497,56.7,18.43,75.13,98.53
2026-06-06,meta_ads,marketing,production,881697,60.38,19.08,79.46,90.12
2026-06-06,netsuite_finance,finance,production,499593,68.46,16.15,84.61,169.36
2026-06-06,product_analytics,product,production,1270195,65.2,28.26,93.47,73.59
2026-06-06,shopify_orders,commerce,production,1795406,81.79,30.9,112.69,62.77
2026-06-06,subscription_events,growth,production,1955224,80.88,35.32,116.2,59.43
2026-06-06,warehouse_inventory,operations,production,1014748,63.65,22.81,86.46,85.2
2026-06-06,zendesk_tickets,support,production,280042,37.04,11.57,48.6,173.55
2026-06-07,google_ads,marketing,production,757955,56.36,21.12,77.49,102.24
2026-06-07,meta_ads,marketing,production,931331,63.78,23.39,87.16,93.59
2026-06-07,netsuite_finance,finance,production,594401,81.46,13.62,95.07,159.94
2026-06-07,product_analytics,product,production,1535202,78.81,26.61,105.41,68.66
2026-06-07,shopify_orders,commerce,production,1768666,80.57,29.92,110.49,62.47
2026-06-07,subscription_events,growth,production,2115992,87.53,36.98,124.5,58.84
2026-06-07,warehouse_inventory,operations,production,986524,61.88,22.64,84.52,85.67
2026-06-07,zendesk_tickets,support,production,290625,38.44,15.57,54.01,185.84
2026-06-08,google_ads,marketing,production,1018681,75.75,22.59,98.33,96.53
2026-06-08,meta_ads,marketing,production,1109958,76.01,23.9,99.91,90.01
2026-06-08,netsuite_finance,finance,production,629730,86.3,17.34,103.64,164.58
2026-06-08,product_analytics,product,production,1626182,83.48,29.58,113.06,69.52
2026-06-08,shopify_orders,commerce,production,1901488,86.62,37.52,124.14,65.29
2026-06-08,subscription_events,growth,production,2625904,108.62,45.28,153.9,58.61
2026-06-08,warehouse_inventory,operations,production,1204863,75.58,24.83,100.41,83.34
2026-06-08,zendesk_tickets,support,production,356970,47.21,16.62,63.83,178.81
2026-06-09,google_ads,marketing,production,724218,53.85,17.87,71.72,99.03
2026-06-09,meta_ads,marketing,production,944158,64.65,20.17,84.83,89.85
2026-06-09,netsuite_finance,finance,production,599888,82.21,15.51,97.72,162.9
2026-06-09,product_analytics,product,production,1859732,95.47,35.76,131.23,70.56
2026-06-09,shopify_orders,commerce,production,2065609,94.1,39.94,134.04,64.89
2026-06-09,subscription_events,growth,production,2678172,110.78,47.25,158.03,59.01
2026-06-09,warehouse_inventory,operations,production,1231184,77.23,24.98,102.21,83.02
2026-06-09,zendesk_tickets,support,production,344793,45.6,16.66,62.26,180.57
2026-06-10,google_ads,marketing,production,849169,63.14,19.42,82.56,97.22
2026-06-10,meta_ads,marketing,production,1115008,76.35,25.63,101.98,91.46
2026-06-10,netsuite_finance,finance,production,646879,88.65,20.36,109.0,168.5
2026-06-10,product_analytics,product,production,2103424,107.98,39.68,147.65,70.2
2026-06-10,shopify_orders,commerce,production,2124566,96.79,37.23,134.02,63.08
2026-06-10,subscription_events,growth,production,2307202,95.43,38.17,133.6,57.91
2026-06-10,warehouse_inventory,operations,production,1163294,72.97,21.56,94.53,81.26
2026-06-10,zendesk_tickets,support,production,331290,43.82,13.64,57.46,173.44
2026-06-11,google_ads,marketing,production,860920,64.02,22.05,86.07,99.97
2026-06-11,meta_ads,marketing,production,1024207,70.14,23.58,93.72,91.5
2026-06-11,netsuite_finance,finance,production,637014,87.29,17.55,104.85,164.6
2026-06-11,product_analytics,product,production,1803016,92.55,32.09,124.65,69.13
2026-06-11,shopify_orders,commerce,production,2089193,95.17,39.9,135.07,64.65
2026-06-11,subscription_events,growth,production,2727178,112.81,43.28,156.09,57.23
2026-06-11,warehouse_inventory,operations,production,1242128,77.92,23.64,101.55,81.75
2026-06-11,zendesk_tickets,support,production,319468,42.25,11.86,54.12,169.41
2026-06-12,google_ads,marketing,production,906440,67.4,19.04,86.44,95.36
2026-06-12,meta_ads,marketing,production,906707,62.09,19.61,81.7,90.11
2026-06-12,netsuite_finance,finance,production,523843,71.79,14.63,86.42,164.97
2026-06-12,product_analytics,product,production,1868902,95.94,37.66,133.6,71.49
2026-06-12,shopify_orders,commerce,production,2029508,92.46,34.17,126.63,62.39
2026-06-12,subscription_events,growth,production,2325559,96.19,42.85,139.05,59.79
2026-06-12,warehouse_inventory,operations,production,1311801,82.29,23.54,105.83,80.68
2026-06-12,zendesk_tickets,support,production,357804,47.32,12.71,60.03,167.77
2026-06-13,google_ads,marketing,production,751754,55.9,21.43,77.33,102.87
2026-06-13,meta_ads,marketing,production,832648,57.02,22.07,79.09,94.99
2026-06-13,netsuite_finance,finance,production,516578,70.79,17.88,88.67,171.65
2026-06-13,product_analytics,product,production,1452259,74.55,25.98,100.53,69.22
2026-06-13,shopify_orders,commerce,production,1697579,77.33,32.49,109.82,64.69
2026-06-13,subscription_events,growth,production,1806360,74.72,37.25,111.97,61.99
2026-06-13,warehouse_inventory,operations,production,1113119,69.82,27.09,96.91,87.06
2026-06-13,zendesk_tickets,support,production,297377,39.33,12.2,51.53,173.28
2026-06-14,google_ads,marketing,production,819605,60.95,22.47,83.42,101.78
2026-06-14,meta_ads,marketing,production,856452,58.65,22.58,81.23,94.84
2026-06-14,netsuite_finance,finance,production,528507,72.43,12.7,85.12,161.06
2026-06-14,product_analytics,product,production,1433015,73.56,26.95,100.52,70.15
2026-06-14,shopify_orders,commerce,production,1619938,73.8,27.92,101.72,62.79
2026-06-14,subscription_events,growth,production,2168699,89.71,38.34,128.04,59.04
2026-06-14,warehouse_inventory,operations,production,1117443,70.09,22.5,92.59,82.86
2026-06-14,zendesk_tickets,support,production,277124,36.65,10.81,47.46,171.26
2026-06-15,google_ads,marketing,production,850478,63.24,18.71,81.95,96.36
2026-06-15,meta_ads,marketing,production,1112400,76.18,24.09,100.27,90.14
2026-06-15,netsuite_finance,finance,production,730566,100.11,19.19,119.3,163.3
2026-06-15,product_analytics,product,production,1691831,86.85,35.46,122.31,72.29
2026-06-15,shopify_orders,commerce,production,2123147,96.72,37.71,134.43,63.32
2026-06-15,subscription_events,growth,production,2572530,106.41,47.8,154.21,59.94
2026-06-15,warehouse_inventory,operations,production,1317320,82.63,29.21,111.84,84.9
